Word1,Word2,Frequency
cloth,bride,198
cloth,bridegroom,158
tāli,bride,110
rice,bridegroom,108
tāli,bridegroom,104
rice,bride,104
water,bridegroom,76
water,bride,76
turmeric,bride,57
turmeric,bridegroom,56
money,bride,50
feast,bridegroom,47
cloth,wife,46
feast,bride,45
cloth,mother,44
badge,bride,43
cloth,husband,42
water,barber,41
milk,bride,40
thread,bridegroom,38
tāli,sister,38
pot,son,37
cloth,sister,36
water,son,36
milk,bridegroom,35
money,bridegroom,35
vessel,bride,34
rice,son,33
badge,bridegroom,32
rice,mother,31
cloth,uncle,30
corpse,son,29
vessel,bridegroom,28
gold,bride,28
cloth,washerwoman,28
thread,bride,27
water,father,26
rice,priest,26
brass,bride,26
tāli,husband,26
tāli,widow,26
string,bride,25
bottu,bride,25
rice,child,25
cloth,father,24
cloth,son,24
cloth,widow,24
fire,bridegroom,23
brass,bridegroom,23
rice,barber,23
seat,bridegroom,23
pot,bridegroom,23
string,bridegroom,22
cloth,priest,22
gold,bridegroom,22
rice,wife,22
ground,son,22
cloth,brother,22
property,father,20
bottu,bridegroom,20
screen,bride,20
corpse,widow,20
fire,son,20
rice,husband,20
cloth,washerman,20
ring,bride,20
cloth,child,20
pot,bride,19
sword,bridegroom,19
seat,bride,19
plank,bride,19
rice,chief,19
fire,bride,18
pyre,son,18
rice,goddess,18
ring,bridegroom,18
pot,barber,17
money,father,17
liquor,father,17
lamp,bride,16
silver,bride,16
pay,husband,16
cloth,headman,16
silver,bridegroom,15
rice,pūjāri,15
water,priest,15
water,mother,15
tāli,priest,15
dead,widow,15
screen,bridegroom,15
liquor,bride,15
water,child,15
earth,goddess,15
oil,bride,15
tank,bridegroom,15
image,goddess,15
property,husband,14
mat,bridegroom,14
cloth,barber,14
water,wife,14
food,bridegroom,14
liquor,bridegroom,14
object,husband,14
mat,bride,14
oil,bridegroom,14
stone,bride,13
food,son,13
badge,sister,13
fire,priest,13
milk,mother,13
tray,bridegroom,13
corpse,barber,13
thread,priest,13
plank,bridegroom,13
lamp,bridegroom,12
stone,bridegroom,12
floor,bride,12
razor,barber,12
water,husband,12
rice,father,12
vōli,bride,12
basket,bridegroom,12
property,son,12
water,chief,12
food,child,12
ground,goddess,12
cloth,daughter,12
cloth,chief,12
cloth,goddess,12
thread,child,11
property,wife,11
ground,barber,11
milk,father,11
vessel,father,11
dead,husband,11
paddy,bride,11
money,wife,11
water,washerman,11
water,goddess,11
post,bridegroom,11
basket,bride,11
sugar,bride,11
money,husband,11
plate,bride,11
dead,priest,11
rice,mourner,11
sword,priest,11
pot,goddess,11
dowry,bride,11
ground,wife,11
gold,child,11
rice,brother,10
floor,bridegroom,10
cotton,bridegroom,10
bead,bride,10
milk,child,10
rice,uncle,10
bundle,bridegroom,10
post,bride,10
pay,wife,10
rice,headman,10
tray,bride,10
piece,bride,10
land,king,10
cloth,master,10
lamp,son,10
tāli,wife,10
ground,priest,10
tāli,uncle,10
string,sister,9
arrow,bridegroom,9
water,pūjāri,9
rice,sister,9
bundle,bride,9
milk,barber,9
rice,widow,9
food,bride,9
piece,bridegroom,9
ornament,bride,9
sugar,bridegroom,9
fine,husband,9
feast,husband,9
silk,bridegroom,9
gold,father,9
ground,child,9
corpse,priest,9
rupee,bride,9
food,wife,9
metal,bride,9
hair,wife,9
grain,bride,9
tāli,mother,9
stone,goddess,9
garland,bride,8
garland,bridegroom,8
thread,mother,8
thread,purōhit,8
water,headman,8
thread,wife,8
